,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
17:32:12:00,-76.0,-67.0,-66.0,-66.0,-93.0,-95.0,-93.0,-58.0,-58.0,-58.0,-77.0,-77.0,-78.0,,-61.0,-61.0,-61.0,-48.0,-48.0,-90.0,-49.0,-88.0,-87.0,-76.0,-75.0,-76.0,,,,,,,,-91.0,-91.0,-92.0,,,,,,44.43493749998133,26.04793368595764
17:32:13:00,-76.0,-67.0,-66.0,-66.0,-93.0,-95.0,-93.0,-58.0,-58.0,-58.0,-77.0,-77.0,-78.0,,-61.0,-61.0,-61.0,-48.0,-48.0,-90.0,-49.0,-88.0,-87.0,-76.0,-75.0,-76.0,,,,,,,,-91.0,-91.0,-92.0,,,,,,44.434937499980514,26.04791888714888
17:32:14:00,-68.0,-62.0,-62.0,-62.0,-89.0,-91.0,-91.0,-53.0,-52.0,-52.0,-76.0,-76.0,-74.0,,-63.0,-63.0,-63.0,-49.0,-50.0,-84.0,-46.0,-84.0,-84.0,-68.0,-65.0,-66.0,,,,,,,,-87.0,-86.0,-84.0,,,,,,44.43493749997997,26.047907971715468
17:32:15:01,-68.0,-62.0,-62.0,-62.0,-89.0,-91.0,-91.0,-53.0,-52.0,-52.0,-76.0,-76.0,-74.0,,-63.0,-63.0,-63.0,-49.0,-50.0,-84.0,-46.0,-84.0,-84.0,-68.0,-65.0,-66.0,,,,,,,,-87.0,-86.0,-84.0,,,,,,44.43493749997976,26.047900546072068
17:32:18:00,-67.0,-59.0,-60.0,-59.0,-83.0,-87.0,-82.0,-55.0,-56.0,-55.0,-74.0,-74.0,-75.0,,-62.0,-62.0,-62.0,-42.0,-42.0,-84.0,-42.0,-84.0,-83.0,-74.0,-74.0,-75.0,,,,,,,,-88.0,-86.0,-87.0,,,,,,44.43493749997913,26.047887552985134
17:32:19:00,-68.0,-57.0,-57.0,-57.0,-87.0,-90.0,-89.0,-49.0,-48.0,-48.0,-63.0,-63.0,-63.0,,-60.0,-60.0,-60.0,-48.0,-48.0,-82.0,-48.0,-83.0,-82.0,-61.0,-61.0,-61.0,,,,,,,,-93.0,-94.0,-91.0,,,,,,44.43493974828299,26.047884881375563
17:32:20:00,-66.0,-58.0,-58.0,-58.0,-94.0,-95.0,-96.0,-45.0,-45.0,-45.0,-60.0,-60.0,-59.0,-94.0,-59.0,,-59.0,-44.0,-44.0,,-45.0,-81.0,-81.0,-59.0,-58.0,-59.0,-95.0,-96.0,,,,,,-98.0,,,,,,,,44.43494199658652,26.04787606506328
17:32:21:00,-67.0,-52.0,-52.0,-52.0,-87.0,-84.0,-85.0,-54.0,-54.0,-53.0,-79.0,-79.0,-79.0,-96.0,-55.0,-56.0,-55.0,-45.0,-46.0,-83.0,-47.0,-83.0,-83.0,-76.0,-75.0,-75.0,-96.0,-95.0,,,,,,-93.0,-90.0,-93.0,,,,,,44.43494199658562,26.0478596919119
17:32:22:00,-61.0,-55.0,-55.0,-55.0,-83.0,-82.0,-82.0,-52.0,-52.0,-52.0,-80.0,-80.0,-80.0,,-61.0,-61.0,-60.0,-51.0,-51.0,-82.0,-52.0,-81.0,-81.0,-77.0,-78.0,-78.0,,,,,,,,-93.0,-94.0,-93.0,,,,,,44.43494199658477,26.04784429835077
17:32:23:00,-68.0,-52.0,-52.0,-52.0,-88.0,-88.0,-89.0,-58.0,-58.0,-58.0,-85.0,-85.0,-85.0,,-55.0,-55.0,-55.0,-55.0,-55.0,-85.0,-55.0,-84.0,-84.0,-83.0,-82.0,-83.0,-94.0,-92.0,,,,,,-94.0,,-93.0,,,,,,44.43494199658393,26.047829104706025
17:32:24:00,-72.0,-52.0,-52.0,-52.0,-89.0,-89.0,-86.0,-65.0,-65.0,-65.0,-85.0,-86.0,-86.0,-99.0,-56.0,-57.0,-57.0,-52.0,-52.0,-85.0,-51.0,-86.0,-85.0,-81.0,-81.0,-81.0,-95.0,-93.0,,,,,,-94.0,-92.0,-95.0,,,,,,44.43494199658294,26.047811112231983
17:32:25:00,-72.0,-52.0,-52.0,-52.0,-89.0,-89.0,-86.0,-65.0,-65.0,-65.0,-85.0,-86.0,-86.0,-99.0,-56.0,-57.0,-57.0,-52.0,-52.0,-85.0,-51.0,-86.0,-85.0,-81.0,-81.0,-81.0,-95.0,-93.0,,,,,,-94.0,-92.0,-95.0,,,,,,44.43494199658216,26.047796718252748
17:32:26:00,-64.0,-52.0,-52.0,-52.0,-83.0,-83.0,-83.0,-61.0,-60.0,-61.0,-91.0,-93.0,-92.0,-91.0,-52.0,-52.0,-52.0,-55.0,-56.0,-79.0,-55.0,-78.0,-78.0,-87.0,-87.0,-86.0,-91.0,-89.0,,,,,,-96.0,,-97.0,,,,,,44.43494199658132,26.047779085628186
17:32:27:00,-66.0,-50.0,-50.0,-50.0,-84.0,-83.0,-84.0,-68.0,-68.0,-68.0,-87.0,-87.0,-87.0,-87.0,-50.0,-50.0,-50.0,-54.0,-54.0,-79.0,-54.0,-79.0,-79.0,-87.0,-87.0,-88.0,-84.0,-86.0,,,,,,-96.0,,-97.0,,,,,,44.43494199658071,26.047764331799478
17:32:28:00,-61.0,-42.0,-43.0,-43.0,-75.0,-75.0,-70.0,-68.0,-69.0,-68.0,-93.0,-93.0,-93.0,-84.0,-45.0,-44.0,-44.0,-60.0,-60.0,-72.0,-56.0,-73.0,-72.0,-85.0,-84.0,-85.0,-84.0,-84.0,,,,,,,,-96.0,,,,,,44.43494199658015,26.047749488008392
17:32:29:00,-59.0,-45.0,-45.0,-44.0,-60.0,-60.0,-60.0,-65.0,-65.0,-64.0,-84.0,-84.0,-83.0,-88.0,-48.0,-48.0,-49.0,-56.0,-56.0,-56.0,-56.0,-57.0,-57.0,-83.0,-83.0,-83.0,-89.0,-89.0,,,,,,,,,,,,,,44.43494199657962,26.04773217025213
17:32:30:00,-59.0,-50.0,-50.0,-50.0,-64.0,-65.0,-64.0,-67.0,-66.0,-67.0,-85.0,-85.0,-87.0,-79.0,-47.0,-47.0,-47.0,-64.0,-64.0,-59.0,-64.0,-59.0,-59.0,-86.0,-85.0,-85.0,-79.0,-79.0,-94.0,-96.0,-94.0,,,,,-96.0,,,,,,44.43494199657879,26.047716951617836
17:32:31:00,-55.0,-43.0,-43.0,-43.0,-66.0,-67.0,-67.0,-65.0,-65.0,-65.0,-87.0,-88.0,-87.0,-86.0,-44.0,-44.0,-43.0,-57.0,-57.0,-61.0,-57.0,-61.0,-60.0,-83.0,-84.0,-83.0,-85.0,-87.0,,,,,,,,,,,,,,44.43494199657801,26.047702957471355
17:32:32:00,-58.0,-39.0,-39.0,-39.0,,,,-68.0,-67.0,-67.0,-90.0,-91.0,-90.0,-87.0,-46.0,-47.0,-47.0,-63.0,-63.0,-54.0,-64.0,-55.0,-54.0,-87.0,-87.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,44.434938784714745,26.04769596039812
17:32:33:00,-54.0,-42.0,-42.0,-42.0,,,,-64.0,-64.0,-64.0,-91.0,-91.0,-91.0,-86.0,-46.0,-46.0,-45.0,-65.0,-64.0,-68.0,-64.0,-68.0,-67.0,-88.0,-87.0,-88.0,-86.0,-81.0,,,,,,,,,,,,,,44.43493749996913,26.047687563910877
17:32:34:00,-54.0,-54.0,-54.0,-54.0,-89.0,-90.0,-88.0,-80.0,-79.0,-79.0,-90.0,-92.0,-92.0,-84.0,-51.0,-52.0,-51.0,-72.0,-72.0,-77.0,-71.0,-76.0,-76.0,-87.0,-87.0,-86.0,-85.0,-84.0,,,,,,,,,,,,,,44.43493749996882,26.04768066679636
17:32:38:00,-50.0,-71.0,-68.0,-68.0,-78.0,-78.0,-78.0,-81.0,-81.0,-80.0,-95.0,-95.0,-94.0,,-48.0,-48.0,-48.0,-63.0,-64.0,-75.0,-63.0,-75.0,-75.0,-86.0,-86.0,-87.0,,,,,,,,,,,,,,,,44.43493749996816,26.04766699251714
17:32:39:00,-58.0,-57.0,-56.0,-57.0,-74.0,-74.0,-75.0,-73.0,-73.0,-73.0,-91.0,-91.0,-92.0,-91.0,-55.0,-55.0,-55.0,-66.0,-66.0,-74.0,-66.0,-75.0,-75.0,-90.0,-90.0,-88.0,-92.0,-92.0,,,,,,,,,,,,,-98.0,44.434937499967866,26.04766167474189
17:32:40:00,-50.0,-50.0,-50.0,-50.0,-76.0,-76.0,-76.0,-80.0,-79.0,-80.0,-93.0,-93.0,-91.0,-90.0,-53.0,-53.0,-54.0,-64.0,-64.0,-71.0,-64.0,-72.0,-72.0,-87.0,-87.0,-87.0,-90.0,-91.0,,,,,,,,,,,,,,44.4349374999671,26.047647680596487
17:32:41:00,-51.0,-57.0,-56.0,-56.0,-82.0,-82.0,-81.0,-81.0,-82.0,-81.0,-93.0,-92.0,-94.0,-92.0,-57.0,-57.0,-57.0,-68.0,-68.0,-72.0,-68.0,-72.0,-71.0,,-91.0,-91.0,-92.0,-93.0,,,,,,,,,,,,,,44.434937499966246,26.047632087120185
17:32:42:00,-47.0,-63.0,-63.0,-63.0,-74.0,-74.0,-74.0,-76.0,-76.0,-76.0,-91.0,-91.0,-92.0,-93.0,-55.0,-56.0,-55.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-88.0,-88.0,-88.0,-92.0,-94.0,,,,,,,,,,,,,,44.43493749996546,26.047617873066788
17:32:43:00,-47.0,-63.0,-63.0,-63.0,-74.0,-74.0,-74.0,-76.0,-76.0,-76.0,-91.0,-91.0,-92.0,-93.0,-55.0,-56.0,-55.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-88.0,-88.0,-88.0,-92.0,-94.0,,,,,,,,,,,,,,44.43493749996457,26.047601677307245
18:26:13:00,-42.0,-62.0,-62.0,-62.0,-75.0,-75.0,-75.0,-79.0,-79.0,-78.0,-95.0,-94.0,-94.0,-94.0,-56.0,-56.0,-56.0,-68.0,-68.0,-69.0,-69.0,-70.0,-70.0,-89.0,-89.0,-90.0,-94.0,-96.0,,,,,,,,,,,,,,44.43493749999949,26.047610659804263
18:26:14:00,-52.0,-55.0,-56.0,-56.0,-74.0,-76.0,-76.0,-80.0,-80.0,-80.0,-92.0,-94.0,-93.0,-97.0,-54.0,-54.0,-54.0,-62.0,-62.0,-74.0,-62.0,-74.0,-74.0,,-90.0,-91.0,-97.0,-96.0,,,,,,,,,,,,,,44.4349374999989,26.0476214416572
18:26:15:00,-48.0,-56.0,-56.0,-56.0,-78.0,-76.0,-76.0,-79.0,-79.0,-79.0,-95.0,-94.0,-95.0,-97.0,-56.0,-56.0,-56.0,-61.0,-62.0,-69.0,-62.0,-70.0,-69.0,-90.0,-90.0,-91.0,-96.0,-97.0,,,,,,,,,,,,,,44.43493749999823,26.04763368653442
18:26:16:00,-56.0,-61.0,-61.0,-61.0,-83.0,-83.0,-83.0,-73.0,-75.0,-75.0,-90.0,-90.0,-90.0,,-54.0,-54.0,-54.0,-67.0,-67.0,-75.0,-67.0,-75.0,-74.0,-90.0,-90.0,-90.0,-95.0,-94.0,,,,,,,,,,,,,,44.43493749999745,26.047647680679823
18:26:17:00,-55.0,-45.0,-45.0,-45.0,-81.0,-78.0,-81.0,-85.0,-83.0,-85.0,-93.0,-94.0,-92.0,-85.0,-50.0,-50.0,-50.0,-71.0,-70.0,-76.0,-70.0,-78.0,-76.0,-89.0,-89.0,-88.0,-85.0,-84.0,,,,,,,,,,,,,,44.43493749999653,26.047664473654304
18:26:21:00,-54.0,-41.0,-40.0,-41.0,,,,-65.0,-65.0,-66.0,-91.0,-91.0,-92.0,-88.0,-54.0,-53.0,-53.0,-62.0,-63.0,-59.0,-62.0,-60.0,-60.0,-88.0,-87.0,-88.0,-87.0,,-96.0,-97.0,-99.0,,,,,,,,,,,44.43493749999588,26.04767646863608
18:26:22:00,-53.0,-38.0,-38.0,-38.0,-75.0,-82.0,-75.0,-71.0,-71.0,-73.0,-92.0,-91.0,-91.0,-86.0,-48.0,-48.0,-48.0,-61.0,-62.0,-69.0,-61.0,-68.0,-67.0,-88.0,-87.0,-87.0,-88.0,-88.0,,,,-92.0,-94.0,,,,,,,,,44.4349374999957,26.04768210627751
18:26:25:00,-57.0,-41.0,-41.0,-41.0,-67.0,-67.0,-68.0,-68.0,-68.0,-70.0,-89.0,-89.0,-89.0,-81.0,-47.0,-47.0,-47.0,-61.0,-62.0,-67.0,-62.0,-67.0,-66.0,-88.0,-88.0,-88.0,-81.0,-81.0,,,,,,,,,,,,,,44.43493030542282,26.0476833657506
18:26:26:00,-52.0,-43.0,-43.0,-43.0,-67.0,-66.0,-66.0,-79.0,-76.0,-79.0,-90.0,-91.0,-90.0,-78.0,-54.0,-55.0,-54.0,-75.0,-76.0,-78.0,-76.0,-78.0,-78.0,-90.0,-90.0,-90.0,-81.0,-82.0,,,,,,,,,,,,,,44.43492550904092,26.0476833657506
18:26:27:00,-62.0,-47.0,-47.0,-47.0,-69.0,-70.0,-70.0,-80.0,-80.0,-80.0,-91.0,-91.0,-90.0,-89.0,-57.0,-56.0,-56.0,-76.0,-76.0,-69.0,-78.0,-69.0,-69.0,-92.0,-90.0,-90.0,-89.0,-89.0,-99.0,-98.0,-99.0,,,,,,,,,,,44.43491551657863,26.0476833657506
18:26:28:00,-55.0,-62.0,-62.0,-62.0,-75.0,-75.0,-75.0,-82.0,-82.0,-81.0,-93.0,-94.0,-97.0,-93.0,-60.0,-60.0,-61.0,-78.0,-76.0,-70.0,-76.0,-71.0,-70.0,-94.0,,,-93.0,-92.0,,,,,,,,,,,,,,44.43490552411634,26.0476833657506
18:26:29:00,-54.0,-64.0,-64.0,-64.0,-78.0,-78.0,-78.0,-84.0,-85.0,-85.0,-97.0,-97.0,-98.0,-96.0,-60.0,-61.0,-61.0,-75.0,-75.0,-69.0,-75.0,-69.0,-68.0,-91.0,-90.0,-91.0,-97.0,-97.0,,,,,,,,,,,,,,44.43489613120178,26.0476833657506
18:26:30:00,-58.0,-58.0,-58.0,-58.0,-71.0,-71.0,-71.0,-76.0,-76.0,-76.0,-97.0,-96.0,-95.0,-92.0,-60.0,-61.0,-60.0,-74.0,-74.0,-70.0,-76.0,-69.0,-69.0,-91.0,-93.0,-92.0,-93.0,-96.0,,,,,,,,,,,,,,44.43488578900332,26.0476833657506
18:26:31:01,-60.0,-69.0,-71.0,-65.0,-82.0,-83.0,-83.0,-79.0,-79.0,-79.0,-90.0,-89.0,-89.0,-94.0,-62.0,-62.0,-62.0,-74.0,-71.0,-68.0,-74.0,-68.0,-69.0,-94.0,-94.0,,-95.0,-94.0,,,,,,,,,,,,,,44.43487544680485,26.0476833657506
18:26:32:00,-55.0,-61.0,-61.0,-59.0,-63.0,-64.0,-64.0,-81.0,-81.0,-80.0,-90.0,-90.0,-93.0,-91.0,-55.0,-56.0,-55.0,-71.0,-71.0,-67.0,-73.0,-67.0,-67.0,,,,-91.0,-90.0,,,,,,,,,,,,,,44.43487454748277,26.047692085170265
18:26:33:00,-58.0,-62.0,-62.0,-62.0,-67.0,-68.0,-68.0,-80.0,-80.0,-80.0,-88.0,-88.0,-88.0,-97.0,-57.0,-58.0,-57.0,-75.0,-74.0,-63.0,-74.0,-63.0,-63.0,-91.0,-92.0,-90.0,-95.0,-93.0,-97.0,-97.0,-97.0,,,,,,,,,,,44.43488054295993,26.04769596046789
18:26:34:00,-56.0,-66.0,-66.0,-66.0,-61.0,-61.0,-61.0,-76.0,-78.0,-78.0,-90.0,-92.0,-91.0,-92.0,-53.0,-53.0,-53.0,-76.0,-76.0,-60.0,-76.0,-60.0,-59.0,-89.0,-88.0,-88.0,-92.0,-92.0,,,,,,,,,,,,,,44.43489140976266,26.04769596046789
18:26:35:00,-58.0,-59.0,-59.0,-56.0,-74.0,-74.0,-75.0,-82.0,-83.0,-83.0,-91.0,-90.0,-90.0,-87.0,-50.0,-50.0,-52.0,-75.0,-78.0,-62.0,-71.0,-63.0,-62.0,-89.0,-89.0,-88.0,-87.0,-87.0,,-99.0,-97.0,,,,,,,,,,,44.434901527130734,26.04769596046789
18:26:36:00,-59.0,-47.0,-47.0,-47.0,-64.0,-64.0,-64.0,-76.0,-76.0,-76.0,-88.0,-90.0,,,-44.0,-45.0,-45.0,-67.0,-67.0,-62.0,-67.0,-62.0,-62.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,,,44.43491351808549,26.04769596046789
18:26:37:00,-59.0,-43.0,-43.0,-43.0,-65.0,-65.0,-65.0,-62.0,-63.0,-62.0,-88.0,-89.0,-88.0,-88.0,-44.0,-45.0,-45.0,-64.0,-64.0,-61.0,-64.0,-60.0,-60.0,-85.0,-84.0,-84.0,,-85.0,,,,,,,,,,,,,,44.43492401017089,26.04769596046789
18:26:38:00,-79.0,-62.0,-62.0,-62.0,-85.0,-85.0,-85.0,-69.0,-69.0,-68.0,-97.0,-98.0,-99.0,-97.0,-60.0,-60.0,-59.0,-66.0,-66.0,-79.0,-66.0,-79.0,-78.0,-93.0,-90.0,-93.0,-99.0,-98.0,,,,,,,,,,,,,,44.43493300338694,26.04769596046789
18:26:39:00,-78.0,-68.0,-68.0,-68.0,-97.0,-98.0,-96.0,-80.0,-81.0,-80.0,-98.0,-98.0,-97.0,-98.0,-62.0,-63.0,-63.0,-59.0,-59.0,-86.0,-59.0,-86.0,-86.0,-94.0,-95.0,,,-98.0,,,,,,,,,,,,,,44.43493300338605,26.047712153692043
18:26:40:00,-80.0,-63.0,-67.0,-63.0,-94.0,-94.0,-95.0,-76.0,-76.0,-76.0,-99.0,-99.0,-99.0,,-60.0,-61.0,-60.0,-61.0,-61.0,-86.0,-61.0,-86.0,-86.0,-92.0,-92.0,-91.0,,,,,,,,,,,,,,,,44.43493300338512,26.04772902163386
18:26:41:00,-82.0,-70.0,-71.0,-70.0,-97.0,-95.0,-95.0,-63.0,-64.0,-63.0,-99.0,-97.0,-98.0,,-62.0,-62.0,-62.0,-57.0,-57.0,-90.0,-57.0,-89.0,-89.0,-91.0,-90.0,-90.0,,,,,,,,,,,,,,,,44.43493300338426,26.047744765046225
18:26:42:00,-82.0,-79.0,-79.0,-79.0,-98.0,-98.0,-97.0,-76.0,-76.0,-76.0,-98.0,-97.0,-97.0,,-72.0,-74.0,-72.0,-55.0,-56.0,-94.0,-56.0,-90.0,-91.0,-91.0,-90.0,-89.0,,,,,,,,,,,,,,,,44.43493300338348,26.047758934117358
18:26:43:00,-85.0,-78.0,-78.0,-79.0,-97.0,-98.0,-98.0,-64.0,-64.0,-64.0,-96.0,-96.0,-97.0,,-70.0,-70.0,-70.0,-53.0,-54.0,,-55.0,,,-87.0,-87.0,-89.0,,,,,,,,,,,,,,,,44.43493300338271,26.047772788320238
18:26:44:00,-85.0,-88.0,-88.0,-87.0,-97.0,-98.0,-95.0,-54.0,-54.0,-54.0,-94.0,,-94.0,,-69.0,-68.0,-69.0,-47.0,-48.0,,-48.0,-94.0,-94.0,-84.0,-84.0,-84.0,,,,,,,,,,,,,,,,44.434933003382,26.04778569791837
18:26:45:00,-91.0,-86.0,-87.0,-86.0,,-98.0,-98.0,-58.0,-57.0,-58.0,-94.0,-92.0,-94.0,,-78.0,-78.0,-78.0,-52.0,-52.0,,-53.0,,,-85.0,-84.0,-85.0,,,,,,,,-99.0,,,,,,,,44.43493300338114,26.047801441330737
18:26:46:00,-92.0,-87.0,-87.0,-84.0,-98.0,-99.0,-98.0,-58.0,-58.0,-58.0,-89.0,-89.0,-88.0,,-70.0,-70.0,-70.0,-46.0,-46.0,,-46.0,,,-84.0,-83.0,-84.0,,,,,,,,-94.0,-95.0,-97.0,,,,,,44.43493300338027,26.0478171847431
18:26:47:00,-86.0,-75.0,-75.0,-75.0,-90.0,-90.0,-90.0,-53.0,-53.0,-53.0,-78.0,-78.0,-75.0,,-73.0,-74.0,-74.0,-48.0,-47.0,-90.0,-47.0,-90.0,-90.0,-63.0,-62.0,-63.0,,,,,,,,-96.0,-95.0,-95.0,,,,,,44.43493300337953,26.04783072407773
18:26:48:00,-74.0,-64.0,-66.0,-66.0,,-87.0,-88.0,-49.0,-49.0,-49.0,-70.0,-70.0,-70.0,,-66.0,-66.0,-66.0,-48.0,-48.0,-82.0,,-82.0,-82.0,-59.0,-59.0,-59.0,,,,,,,,-86.0,-84.0,-85.0,-94.0,-99.0,-99.0,-99.0,,44.4349330033787,26.047845522885357
18:26:49:00,-68.0,-63.0,-62.0,-63.0,-95.0,-96.0,-96.0,-52.0,-52.0,-50.0,-67.0,-67.0,-66.0,,-67.0,-71.0,-69.0,-50.0,-50.0,-88.0,-50.0,-87.0,-87.0,-53.0,-53.0,-53.0,,,,,,,,-88.0,-90.0,-89.0,,,,,,44.43493300337793,26.04785969195648
18:26:50:00,-67.0,-81.0,-78.0,-80.0,,,,-49.0,-49.0,-49.0,-63.0,-63.0,-63.0,,-67.0,-67.0,-67.0,-42.0,-41.0,-94.0,-41.0,-92.0,-91.0,-65.0,-65.0,-64.0,,,,,,,,,-86.0,,,,,,,44.434933003377104,26.047874576637263
18:26:51:00,-78.0,-66.0,-66.0,-66.0,-97.0,-96.0,-95.0,-53.0,-53.0,-53.0,-83.0,-82.0,-83.0,,-68.0,-68.0,-69.0,-54.0,-53.0,-91.0,-54.0,-91.0,-90.0,-78.0,-79.0,-80.0,,,,,,,,-87.0,-88.0,-88.0,,,,,,44.43493356545255,26.047884881416262
18:26:55:00,-78.0,-66.0,-66.0,-66.0,-97.0,-96.0,-95.0,-53.0,-53.0,-53.0,-83.0,-82.0,-83.0,,-68.0,-68.0,-69.0,-54.0,-53.0,-91.0,-54.0,-91.0,-90.0,-78.0,-79.0,-80.0,,,,,,,,-87.0,-88.0,-88.0,,,,,,44.43493749998392,26.047896756448218
18:26:56:00,-75.0,-75.0,-78.0,-78.0,-94.0,-94.0,-89.0,-55.0,-55.0,-55.0,-80.0,-79.0,-79.0,,-69.0,-69.0,-69.0,-46.0,-48.0,-89.0,-47.0,-89.0,-89.0,-75.0,-74.0,-74.0,,,,,,,,-91.0,-88.0,-89.0,,,,,,44.43493749998375,26.047902056049256
18:26:58:00,-82.0,-74.0,-71.0,-75.0,,,,-62.0,-61.0,-61.0,-84.0,-84.0,-84.0,,-64.0,-61.0,-62.0,-50.0,-53.0,-92.0,-55.0,-91.0,-90.0,-83.0,-83.0,-84.0,,,,,,,,,,,,,,,,44.434930852824,26.047903773512555
18:26:59:00,-80.0,-72.0,-74.0,-74.0,-95.0,-95.0,-95.0,-65.0,-65.0,-65.0,-85.0,-86.0,-87.0,,-75.0,-75.0,-76.0,-53.0,-54.0,,-54.0,,-93.0,-82.0,-82.0,-81.0,,,,,,,,-95.0,-93.0,-94.0,,,,,,44.434924010159605,26.047903773512555
18:27:00:01,-85.0,-86.0,-86.0,-84.0,-94.0,-95.0,-95.0,-64.0,-63.0,-66.0,-80.0,-79.0,-78.0,,-79.0,-78.0,-79.0,-67.0,-67.0,,-63.0,,-95.0,-86.0,-89.0,-90.0,,,,,,,,-99.0,-97.0,-99.0,,,,,,44.43491452640449,26.047903773512555
18:27:01:00,-82.0,-82.0,-82.0,-82.0,-94.0,-93.0,-93.0,-63.0,-63.0,-63.0,-74.0,-75.0,-75.0,,-81.0,-81.0,-81.0,-60.0,-59.0,-91.0,-60.0,-92.0,-91.0,-80.0,-79.0,-79.0,,,,,,,,-97.0,-94.0,-96.0,,,,,,44.43490489957547,26.047903773512555
18:27:02:00,-91.0,-84.0,-84.0,-84.0,-96.0,-98.0,-98.0,-71.0,-71.0,-71.0,-76.0,-76.0,-76.0,,-81.0,-80.0,-79.0,-66.0,-67.0,-91.0,-67.0,-90.0,-90.0,-82.0,-82.0,-82.0,,,,,,,,-97.0,-98.0,-98.0,,,,,,44.434894532395845,26.047903773512555
18:27:03:00,-87.0,-78.0,-78.0,-75.0,-95.0,-96.0,-95.0,-68.0,-68.0,-68.0,-82.0,-83.0,-83.0,,-80.0,-80.0,-80.0,-66.0,-66.0,,-66.0,,-94.0,-84.0,-83.0,-84.0,,,,,,,,-97.0,,-96.0,,,,,,44.43488264136572,26.047903773512555
18:27:04:00,-92.0,,,,-98.0,-94.0,-97.0,-68.0,-69.0,-69.0,,,,,-85.0,-84.0,-86.0,-62.0,-61.0,,-62.0,,,-84.0,-84.0,-84.0,,,,,,,,-99.0,-98.0,,,,,,,44.43487454747118,26.04790534785221
18:27:05:00,-80.0,-78.0,-78.0,-78.0,-95.0,-95.0,-93.0,-69.0,-70.0,-70.0,-89.0,-88.0,-89.0,,-82.0,-81.0,-81.0,-65.0,-66.0,,-66.0,-94.0,-93.0,-84.0,,-84.0,,,,,,,,-97.0,-96.0,-96.0,,,,,,44.43487454747031,26.04792109124883
18:27:06:00,-87.0,-83.0,-82.0,-84.0,-96.0,-96.0,-96.0,-69.0,-69.0,-70.0,-87.0,-87.0,-85.0,,-75.0,-76.0,-75.0,-65.0,-65.0,,-65.0,,,-84.0,-83.0,-84.0,,,,,,,,,,,,,,,,44.43487954370063,26.0479359600123
18:27:07:00,-88.0,-80.0,-80.0,-80.0,,,,-65.0,-65.0,-65.0,-89.0,-88.0,-88.0,,-81.0,-81.0,-80.0,-58.0,-58.0,,-58.0,,-93.0,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.434889536162615,26.04794155766443
18:27:08:00,-85.0,-89.0,-88.0,-88.0,-94.0,-92.0,-94.0,-64.0,-64.0,-64.0,-91.0,-82.0,-84.0,,-78.0,-76.0,-78.0,-61.0,-61.0,,-61.0,,,-85.0,-83.0,-83.0,,,,,,,,-98.0,-98.0,-98.0,,,,,,44.4348995286249,26.04794155766443
18:27:09:00,-82.0,-71.0,-73.0,-71.0,-94.0,-93.0,-93.0,-64.0,-63.0,-64.0,-76.0,-76.0,-76.0,,-74.0,-74.0,-71.0,-59.0,-61.0,-91.0,-60.0,-93.0,-92.0,-82.0,-82.0,-81.0,,,,,,,,-97.0,,,,,,,,44.43491052033342,26.04794155766443
18:27:10:00,-75.0,-71.0,-71.0,-74.0,,,,-65.0,-65.0,-66.0,-78.0,-78.0,-78.0,,-67.0,-67.0,-67.0,-56.0,-58.0,-93.0,-57.0,-92.0,-91.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.4349205127957,26.04794155766443
18:27:11:00,-75.0,-71.0,-71.0,-74.0,,,,-65.0,-65.0,-66.0,-78.0,-78.0,-78.0,,-67.0,-67.0,-67.0,-56.0,-58.0,-93.0,-57.0,-92.0,-91.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.43493030540874,26.04794155766443
